marks,year,caste,list,College,cutoff,result
35,2021,Open,1st,Xaviers,80,0
72,2021,Open,1st,Xaviers,80,0
77,2021,Open,1st,Xaviers,80,0
58,2021,Open,1st,Xaviers,80,0
85,2021,Open,1st,Xaviers,80,0
71,2021,Open,1st,Xaviers,80,0
45,2021,Open,1st,Xaviers,80,0
57,2021,Open,1st,Xaviers,80,0
49,2021,Open,1st,Xaviers,80,1
61,2021,Open,1st,Xaviers,80,0
85,2021,Open,1st,Xaviers,80,0
82,2021,Open,1st,Xaviers,80,0
54,2021,Open,1st,Xaviers,80,1
47,2021,Open,1st,Xaviers,80,1
47,2021,Open,1st,Xaviers,80,1
49,2021,Open,1st,Xaviers,80,1
91,2021,Open,1st,Xaviers,80,0
46,2021,Tamil,1st,Xaviers,75,1
37,2021,Tamil,1st,Xaviers,75,1
79,2021,Tamil,1st,Xaviers,75,0
98,2021,Tamil,1st,Xaviers,75,1
56,2021,Tamil,1st,Xaviers,75,0
76,2021,Tamil,1st,Xaviers,75,0
99,2021,Tamil,1st,Xaviers,75,0
72,2021,Tamil,1st,Xaviers,75,1
41,2021,Tamil,1st,Xaviers,75,0
80,2021,Tamil,1st,Xaviers,75,0
46,2021,Tamil,1st,Xaviers,75,1
48,2021,Tamil,1st,Xaviers,75,0
39,2021,Tamil,1st,Xaviers,75,0
76,2021,Tamil,1st,Xaviers,75,0
41,2021,Tamil,1st,Xaviers,75,0
100,2021,Tamil,1st,Xaviers,75,0
90,2021,Tamil,1st,Xaviers,75,1
89,2021,Tamil,1st,Xaviers,75,0
80,2021,Tamil,1st,Xaviers,75,0
67,2021,Tamil,1st,Xaviers,75,1
66,2021,Tamil,1st,Xaviers,75,0
83,2021,Tamil,1st,Xaviers,75,1
93,2021,Tamil,1st,Xaviers,75,1
85,2021,Tamil,1st,Xaviers,75,0
72,2021,Tamil,1st,Xaviers,75,1
57,2021,Tamil,1st,Xaviers,75,1
80,2021,Tamil,1st,Xaviers,75,1
68,2021,Tamil,1st,Xaviers,75,0
40,2021,Tamil,1st,Xaviers,75,0
60,2021,Tamil,1st,Xaviers,75,0
38,2021,Tamil,1st,Xaviers,75,0
75,2021,Tamil,1st,Xaviers,75,0
39,2021,Tamil,1st,Xaviers,75,1
70,2021,Tamil,1st,Xaviers,75,0
99,2021,Tamil,1st,Xaviers,75,0
88,2021,Tamil,1st,Xaviers,75,0
100,2021,Tamil,1st,Xaviers,75,0
77,2021,Tamil,1st,Xaviers,75,0
62,2021,Tamil,1st,Xaviers,75,0
67,2021,Tamil,1st,Xaviers,75,1
84,2021,Tamil,1st,Xaviers,75,1
48,2021,Tamil,1st,Xaviers,75,0
99,2021,Tamil,1st,Xaviers,75,0
45,2021,Tamil,1st,Xaviers,75,1
55,2021,Tamil,1st,Xaviers,75,1
68,2021,Tamil,1st,Xaviers,75,1
82,2021,Tamil,1st,Xaviers,75,1
75,2021,Tamil,1st,Xaviers,75,0
87,2021,Tamil,1st,Xaviers,75,0
65,2021,Tamil,1st,Xaviers,75,1
56,2021,Tamil,1st,Xaviers,75,1
45,2021,Tamil,1st,Xaviers,75,0
54,2021,Tamil,1st,Xaviers,75,0
35,2021,Tamil,1st,Xaviers,75,0
66,2021,Tamil,1st,Xaviers,75,0
50,2021,Tamil,1st,Xaviers,75,0
41,2021,Tamil,1st,Xaviers,75,0
39,2021,Tamil,1st,Xaviers,75,0
82,2021,Tamil,1st,Xaviers,75,0
99,2021,Tamil,1st,Xaviers,75,0
96,2021,Tamil,1st,Xaviers,75,1
90,2021,Tamil,1st,Xaviers,75,0
99,2021,Tamil,1st,Xaviers,75,1
78,2021,Tamil,1st,Xaviers,75,0
55,2021,Tamil,1st,Xaviers,75,1
79,2021,Tamil,1st,Xaviers,75,0
57,2021,Tamil,1st,Xaviers,75,0
89,2021,Tamil,1st,Xaviers,75,0
85,2021,Tamil,1st,Xaviers,75,1
39,2021,Tamil,1st,Xaviers,75,0
54,2021,Tamil,1st,Xaviers,75,1
100,2021,Tamil,1st,Xaviers,75,0
97,2021,Tamil,1st,Xaviers,75,1
80,2021,Tamil,1st,Xaviers,75,1
51,2021,Tamil,1st,Xaviers,75,1
86,2021,Tamil,1st,Xaviers,75,0
74,2021,Tamil,1st,Xaviers,75,1
56,2021,Tamil,1st,Xaviers,75,0
70,2021,Tamil,1st,Xaviers,75,1
93,2021,Tamil,1st,Xaviers,75,0
71,2021,Tamil,1st,Xaviers,75,0
51,2021,Tamil,1st,Xaviers,75,0
69,2021,Tamil,1st,Xaviers,75,0
37,2021,Tamil,1st,Xaviers,75,0
44,2021,Tamil,1st,Xaviers,75,1
41,2021,Tamil,1st,Xaviers,75,0
89,2021,Tamil,1st,Xaviers,75,1
59,2021,Tamil,1st,Xaviers,75,0
82,2021,Tamil,1st,Xaviers,75,0
35,2021,Tamil,1st,Xaviers,75,1
84,2021,Tamil,1st,Xaviers,75,0
71,2021,Tamil,1st,Xaviers,75,0
53,2021,Tamil,1st,Xaviers,75,1
37,2021,Tamil,1st,Xaviers,75,0
74,2021,Tamil,1st,Xaviers,75,0
66,2021,Tamil,1st,Xaviers,75,0
54,2021,Tamil,1st,Xaviers,75,0
42,2021,Tamil,1st,Xaviers,75,1
72,2021,Tamil,1st,Xaviers,75,1
80,2021,Tamil,1st,Xaviers,75,1
67,2021,Tamil,1st,Xaviers,75,1
89,2021,Tamil,1st,Xaviers,75,1
96,2021,Tamil,1st,Xaviers,75,0
92,2021,Tamil,1st,Xaviers,75,0
88,2021,Tamil,1st,Xaviers,75,0
71,2021,Tamil,1st,Xaviers,75,0
89,2021,Tamil,1st,Xaviers,75,0
76,2021,Tamil,1st,Xaviers,75,1
86,2021,Tamil,1st,Xaviers,75,1
85,2021,Tamil,1st,Xaviers,75,0
89,2021,Tamil,1st,Xaviers,75,1
38,2021,Tamil,1st,Xaviers,75,1
86,2021,Tamil,1st,Xaviers,75,1
47,2021,Tamil,1st,Xaviers,75,1
84,2021,Tamil,1st,Xaviers,75,0
82,2021,Tamil,1st,Xaviers,75,0
92,2021,Tamil,1st,Xaviers,75,0
73,2021,Tamil,1st,Xaviers,75,0
90,2021,Tamil,1st,Xaviers,75,1
95,2021,Tamil,1st,Xaviers,75,1
56,2021,Tamil,1st,Xaviers,75,1
86,2021,Tamil,1st,Xaviers,75,0
72,2021,Tamil,1st,Xaviers,75,0
64,2021,Tamil,1st,Xaviers,75,0
79,2021,Tamil,1st,Xaviers,75,1
65,2021,Tamil,1st,Xaviers,75,0
77,2021,Tamil,1st,Xaviers,75,1
76,2021,Tamil,1st,Xaviers,75,0
94,2021,Tamil,1st,Xaviers,75,1
78,2021,Tamil,1st,Xaviers,75,0
67,2021,Tamil,1st,Xaviers,75,0
46,2021,Tamil,1st,Xaviers,75,0
97,2021,Tamil,1st,Xaviers,75,0
97,2021,Tamil,1st,Xaviers,75,0
74,2021,Tamil,1st,Xaviers,75,0
68,2021,Tamil,1st,Xaviers,75,0
71,2021,Tamil,1st,Xaviers,75,1
58,2021,Tamil,1st,Xaviers,75,1
97,2021,Tamil,1st,Xaviers,75,1
57,2021,Tamil,1st,Xaviers,75,1
53,2021,Tamil,1st,Xaviers,75,0
84,2021,Tamil,1st,Xaviers,75,1
99,2021,Tamil,1st,Xaviers,75,0
76,2021,Tamil,1st,Xaviers,75,1
52,2021,Tamil,1st,Xaviers,75,0
64,2021,Tamil,1st,Xaviers,75,0
80,2021,Tamil,1st,Xaviers,75,0
68,2021,Tamil,1st,Xaviers,75,1
39,2021,Tamil,1st,Xaviers,75,0
79,2021,Tamil,1st,Xaviers,75,0
49,2021,Tamil,1st,Xaviers,75,0
50,2021,Tamil,1st,Xaviers,75,0
65,2021,Tamil,1st,Xaviers,75,1
62,2021,Tamil,1st,Xaviers,75,1
55,2021,Tamil,1st,Xaviers,75,1
85,2021,Tamil,1st,Xaviers,75,1
58,2021,Tamil,1st,Xaviers,75,1
50,2021,Tamil,1st,Xaviers,75,1
73,2021,Tamil,1st,Xaviers,75,0
77,2021,Tamil,1st,Xaviers,75,0
61,2021,Tamil,1st,Xaviers,75,0
84,2021,Tamil,1st,Xaviers,75,0
96,2021,Tamil,1st,Xaviers,75,1
68,2021,Tamil,1st,Xaviers,75,0
74,2021,Tamil,1st,Xaviers,75,1
97,2021,Tamil,1st,Xaviers,75,1
57,2021,Tamil,1st,Xaviers,75,0
62,2021,Tamil,1st,Xaviers,75,1
88,2021,Tamil,1st,Xaviers,75,1
87,2021,Tamil,1st,Xaviers,75,0
47,2021,Tamil,1st,Xaviers,75,0
70,2021,Tamil,1st,Xaviers,75,0
50,2021,Tamil,1st,Xaviers,75,1
74,2021,Tamil,1st,Xaviers,75,1
87,2021,Tamil,1st,Xaviers,75,1
36,2021,Tamil,1st,Xaviers,75,0
38,2021,Tamil,1st,Xaviers,75,0
40,2021,Tamil,1st,Xaviers,75,1
89,2021,Tamil,1st,Xaviers,75,1
84,2021,Tamil,1st,Xaviers,75,0
92,2021,Tamil,1st,Xaviers,75,0
58,2021,Tamil,1st,Xaviers,75,1
87,2021,Tamil,1st,Xaviers,75,1
78,2021,Tamil,1st,Xaviers,75,0
84,2021,Tamil,1st,Xaviers,75,0
93,2021,Tamil,1st,Xaviers,75,0
85,2021,Tamil,1st,Xaviers,75,1
46,2021,Tamil,1st,Xaviers,75,1
51,2021,Tamil,1st,Xaviers,75,0
63,2021,Tamil,1st,Xaviers,75,1
56,2021,Tamil,1st,Xaviers,75,0
72,2021,Tamil,1st,Xaviers,75,0
70,2021,Tamil,1st,Xaviers,75,0
46,2021,Tamil,1st,Xaviers,75,0
38,2021,Tamil,1st,Xaviers,75,0
42,2021,Tamil,1st,Xaviers,75,1
76,2021,Tamil,1st,Xaviers,75,1
88,2021,Tamil,1st,Xaviers,75,1
53,2021,Tamil,1st,Xaviers,75,0
43,2021,Tamil,1st,Xaviers,75,0
98,2021,Tamil,1st,Xaviers,75,0
84,2021,Tamil,1st,Xaviers,75,0
64,2021,Tamil,1st,Xaviers,75,1
100,2021,Tamil,1st,Xaviers,75,0
84,2021,Tamil,1st,Xaviers,75,0
51,2021,Tamil,1st,Xaviers,75,1
69,2021,Tamil,1st,Xaviers,75,0
88,2021,Tamil,1st,Xaviers,75,0
45,2021,Tamil,1st,Xaviers,75,1
82,2021,Tamil,1st,Xaviers,75,1
47,2021,Tamil,1st,Xaviers,75,0
45,2021,Tamil,1st,Xaviers,75,0
93,2021,Tamil,1st,Xaviers,75,0
41,2021,Tamil,1st,Xaviers,75,0
74,2021,Tamil,1st,Xaviers,75,0
82,2021,Tamil,1st,Xaviers,75,1
52,2021,Tamil,1st,Xaviers,75,1
67,2021,Tamil,1st,Xaviers,75,0
43,2021,Tamil,1st,Xaviers,75,0
58,2021,Tamil,1st,Xaviers,75,0
36,2021,Tamil,1st,Xaviers,75,0
57,2021,Tamil,1st,Xaviers,75,0
61,2021,Tamil,1st,Xaviers,75,0
51,2021,Tamil,1st,Xaviers,75,0
80,2021,Tamil,1st,Xaviers,75,0
73,2021,Tamil,1st,Xaviers,75,0
41,2021,Tamil,1st,Xaviers,75,0
62,2021,Tamil,1st,Xaviers,75,0
59,2021,Tamil,1st,Xaviers,75,1
84,2021,Tamil,1st,Xaviers,75,1
84,2021,Tamil,1st,Xaviers,75,1
54,2021,Tamil,1st,Xaviers,75,0
89,2021,Tamil,1st,Xaviers,75,0
74,2021,Tamil,1st,Xaviers,75,0
85,2021,Tamil,1st,Xaviers,75,0
65,2021,Tamil,1st,Xaviers,75,0
68,2021,Tamil,1st,Xaviers,75,0
79,2021,Tamil,1st,Xaviers,75,0
37,2021,Tamil,1st,Xaviers,75,1
85,2021,Tamil,1st,Xaviers,75,0
39,2021,Tamil,1st,Xaviers,75,0
72,2021,Tamil,1st,Xaviers,75,1
85,2021,Tamil,1st,Xaviers,75,0
87,2021,Tamil,1st,Xaviers,75,0
59,2021,Tamil,1st,Xaviers,75,0
37,2021,Tamil,1st,Xaviers,75,1
87,2021,Tamil,1st,Xaviers,75,1
65,2021,Tamil,1st,Xaviers,75,0
73,2021,Tamil,1st,Xaviers,75,1
61,2021,Tamil,1st,Xaviers,75,0
74,2021,Tamil,1st,Xaviers,75,1
83,2021,Tamil,1st,Xaviers,75,1
97,2021,Tamil,1st,Xaviers,75,0
40,2021,Tamil,1st,Xaviers,75,1
40,2021,Tamil,1st,Xaviers,75,0
82,2021,Tamil,1st,Xaviers,75,1
90,2021,Tamil,1st,Xaviers,75,1
83,2021,Tamil,1st,Xaviers,75,0
54,2021,Tamil,1st,Xaviers,75,0
38,2021,Tamil,1st,Xaviers,75,0
99,2021,Tamil,1st,Xaviers,75,1
54,2021,Tamil,1st,Xaviers,75,0
64,2021,Tamil,1st,Xaviers,75,0
76,2021,Tamil,1st,Xaviers,75,0
58,2021,Tamil,1st,Xaviers,75,0
45,2021,Tamil,1st,Xaviers,75,0
35,2021,Tamil,1st,Xaviers,75,1
66,2021,Tamil,1st,Xaviers,75,0
41,2021,Tamil,1st,Xaviers,75,0
63,2021,Tamil,1st,Xaviers,75,1
56,2021,Tamil,1st,Xaviers,75,0
86,2021,Tamil,1st,Xaviers,75,1
45,2021,Tamil,1st,Xaviers,75,0
75,2021,Tamil,1st,Xaviers,75,0
96,2021,Tamil,1st,Xaviers,75,0
50,2021,Tamil,1st,Xaviers,75,1
35,2021,Tamil,1st,Xaviers,75,1
81,2021,Tamil,1st,Xaviers,75,0
61,2021,Tamil,1st,Xaviers,75,0
37,2021,Tamil,1st,Xaviers,75,1
40,2021,Tamil,1st,Xaviers,75,1
51,2021,Tamil,1st,Xaviers,75,1
36,2021,Tamil,1st,Xaviers,75,0
77,2021,Tamil,1st,Xaviers,75,0
57,2021,Tamil,1st,Xaviers,75,1
66,2021,Tamil,1st,Xaviers,75,1
73,2021,Tamil,1st,Xaviers,75,1
89,2021,Tamil,1st,Xaviers,75,0
73,2021,Tamil,1st,Xaviers,75,0
49,2021,Tamil,1st,Xaviers,75,0
44,2021,Tamil,1st,Xaviers,75,0
63,2021,Tamil,1st,Xaviers,75,0
80,2021,Tamil,1st,Xaviers,75,0
97,2021,Tamil,1st,Xaviers,75,0
39,2021,Tamil,1st,Xaviers,75,0
72,2021,Tamil,1st,Xaviers,75,0
83,2021,Tamil,1st,Xaviers,75,0
52,2021,Tamil,1st,Xaviers,75,0
94,2021,Tamil,1st,Xaviers,75,0
81,2021,Tamil,1st,Xaviers,75,1
90,2021,Tamil,1st,Xaviers,75,0
53,2021,Tamil,1st,Xaviers,75,0
39,2021,Tamil,1st,Xaviers,75,0
52,2021,Tamil,1st,Xaviers,75,0
71,2021,Tamil,1st,Xaviers,75,0
74,2021,Tamil,1st,Xaviers,75,0
49,2021,Tamil,1st,Xaviers,75,0
65,2021,Tamil,1st,Xaviers,75,1
81,2021,Tamil,1st,Xaviers,75,1
89,2021,Tamil,1st,Xaviers,75,0
65,2021,Tamil,1st,Xaviers,75,0
91,2021,Tamil,1st,Xaviers,75,0
69,2021,Tamil,1st,Xaviers,75,0
62,2021,Tamil,1st,Xaviers,75,0
64,2021,Tamil,1st,Xaviers,75,0
51,2021,Tamil,1st,Xaviers,75,1
47,2021,Tamil,1st,Xaviers,75,0
78,2021,Tamil,1st,Xaviers,75,0
59,2021,Tamil,1st,Xaviers,75,0
68,2021,Tamil,1st,Xaviers,75,1
92,2021,Tamil,1st,Xaviers,75,0
44,2021,Tamil,1st,Xaviers,75,1
77,2021,Tamil,1st,Xaviers,75,1
97,2021,Tamil,1st,Xaviers,75,1
55,2021,Tamil,1st,Xaviers,75,1
98,2021,Tamil,1st,Xaviers,75,0
63,2021,Tamil,1st,Xaviers,75,0
53,2021,Tamil,1st,Xaviers,75,1
47,2021,Tamil,1st,Xaviers,75,1
95,2021,Tamil,1st,Xaviers,75,0
68,2021,Tamil,1st,Xaviers,75,0
42,2021,Tamil,1st,Xaviers,75,0
38,2021,Tamil,1st,Xaviers,75,1
50,2021,Tamil,1st,Xaviers,75,1
77,2021,Tamil,1st,Xaviers,75,0
83,2021,Tamil,1st,Xaviers,75,0
68,2021,Tamil,1st,Xaviers,75,1
95,2021,Tamil,1st,Xaviers,75,1
80,2021,Tamil,1st,Xaviers,75,0
73,2021,Tamil,1st,Xaviers,75,1
75,2021,Tamil,1st,Xaviers,75,0
39,2021,Tamil,1st,Xaviers,75,0
55,2021,Tamil,1st,Xaviers,75,0
98,2021,Tamil,1st,Xaviers,75,1
47,2021,Tamil,1st,Xaviers,75,1
45,2021,Tamil,1st,Xaviers,75,0
72,2021,Tamil,1st,Xaviers,75,0
83,2021,Tamil,1st,Xaviers,75,0
38,2021,Tamil,1st,Xaviers,75,1
37,2021,Tamil,1st,Xaviers,75,0
73,2021,Tamil,1st,Xaviers,75,0
91,2021,Tamil,1st,Xaviers,75,0
74,2021,Tamil,1st,Xaviers,75,1
55,2021,Tamil,1st,Xaviers,75,0
41,2021,Tamil,1st,Xaviers,75,1
84,2021,Tamil,1st,Xaviers,75,1
56,2021,Tamil,1st,Xaviers,75,0
59,2021,Tamil,1st,Xaviers,75,0
62,2021,Tamil,1st,Xaviers,75,0
77,2021,Tamil,1st,Xaviers,75,1
59,2021,Tamil,1st,Xaviers,75,1
48,2021,Tamil,1st,Xaviers,75,1
51,2021,Tamil,1st,Xaviers,75,0
98,2021,Tamil,1st,Xaviers,75,0
84,2021,Tamil,1st,Xaviers,75,1
49,2021,Tamil,1st,Xaviers,75,0
51,2021,Tamil,1st,Xaviers,75,1
61,2021,Tamil,1st,Xaviers,75,1
64,2021,Tamil,1st,Xaviers,75,0
93,2021,Tamil,1st,Xaviers,75,1
95,2021,Tamil,1st,Xaviers,75,1
37,2021,Tamil,1st,Xaviers,75,0
57,2021,Tamil,1st,Xaviers,75,0
77,2021,Tamil,1st,Xaviers,75,0
56,2021,Tamil,1st,Xaviers,75,1
87,2021,Tamil,1st,Xaviers,75,0
39,2021,Tamil,1st,Xaviers,75,0
36,2021,Tamil,1st,Xaviers,75,1
50,2021,Tamil,1st,Xaviers,75,1
96,2021,Tamil,1st,Xaviers,75,1
83,2021,Tamil,1st,Xaviers,75,0
98,2021,Tamil,1st,Xaviers,75,1
69,2021,Tamil,1st,Xaviers,75,0
44,2021,Tamil,1st,Xaviers,75,0
51,2021,Tamil,1st,Xaviers,75,0
90,2021,Tamil,1st,Xaviers,75,0
96,2021,Tamil,1st,Xaviers,75,0
40,2021,Tamil,1st,Xaviers,75,0
65,2021,Tamil,1st,Xaviers,75,0
79,2021,Tamil,1st,Xaviers,75,0
47,2021,Tamil,1st,Xaviers,75,0
77,2021,Tamil,1st,Xaviers,75,0
93,2021,Tamil,1st,Xaviers,75,0
81,2021,Tamil,1st,Xaviers,75,0
44,2021,Tamil,1st,Xaviers,75,1
50,2021,Tamil,1st,Xaviers,75,0
50,2021,Tamil,1st,Xaviers,75,0
89,2021,Tamil,1st,Xaviers,75,0
92,2021,Tamil,1st,Xaviers,75,1
67,2021,Tamil,1st,Xaviers,75,0
62,2021,Open,2nd,Xaviers,70,1
63,2021,Open,2nd,Xaviers,70,1
41,2021,Open,2nd,Xaviers,70,0
76,2021,Open,2nd,Xaviers,70,0
76,2021,Open,2nd,Xaviers,70,0
84,2021,Open,2nd,Xaviers,70,0
40,2021,Open,2nd,Xaviers,70,0
73,2021,Open,2nd,Xaviers,70,0
45,2021,Open,2nd,Xaviers,70,1
81,2021,Open,2nd,Xaviers,70,1
74,2021,Open,2nd,Xaviers,70,1
58,2021,Open,2nd,Xaviers,70,0
68,2021,Open,2nd,Xaviers,70,0
65,2021,Open,2nd,Xaviers,70,1
81,2021,Open,2nd,Xaviers,70,1
86,2021,Open,2nd,Xaviers,70,1
98,2021,Open,2nd,Xaviers,70,0
83,2021,Open,2nd,Xaviers,70,0
92,2021,Open,2nd,Xaviers,70,0
81,2021,Open,2nd,Xaviers,70,0
66,2021,Open,2nd,Xaviers,70,1
82,2021,Open,2nd,Xaviers,70,0
46,2021,Open,2nd,Xaviers,70,1
55,2021,Open,2nd,Xaviers,70,0
68,2021,Open,2nd,Xaviers,70,1
95,2021,Open,2nd,Xaviers,70,0
61,2021,Open,2nd,Xaviers,70,1
71,2021,Open,2nd,Xaviers,70,1
79,2021,Open,2nd,Xaviers,70,1
77,2021,Open,2nd,Xaviers,70,0
71,2021,Open,2nd,Xaviers,70,0
92,2021,Open,2nd,Xaviers,70,1
68,2021,Open,2nd,Xaviers,70,0
40,2021,Open,2nd,Xaviers,70,0
42,2021,Open,2nd,Xaviers,70,1
64,2021,Open,2nd,Xaviers,70,0
35,2021,Open,2nd,Xaviers,70,0
62,2021,Open,2nd,Xaviers,70,0
75,2021,Open,2nd,Xaviers,70,0
74,2021,Open,2nd,Xaviers,70,0
93,2021,Open,2nd,Xaviers,70,1
50,2021,Open,2nd,Xaviers,70,1
63,2021,Open,2nd,Xaviers,70,1
75,2021,Open,2nd,Xaviers,70,0
66,2021,Open,2nd,Xaviers,70,0
75,2021,Open,2nd,Xaviers,70,1
60,2021,Open,2nd,Xaviers,70,0
45,2021,Open,2nd,Xaviers,70,1
91,2021,Open,2nd,Xaviers,70,1
47,2021,Open,2nd,Xaviers,70,0
40,2021,Open,2nd,Xaviers,70,0
73,2021,Open,2nd,Xaviers,70,1
56,2021,Open,2nd,Xaviers,70,0
91,2021,Open,2nd,Xaviers,70,0
44,2021,Open,2nd,Xaviers,70,1
97,2021,Open,2nd,Xaviers,70,1
42,2021,Open,2nd,Xaviers,70,1
43,2021,Open,2nd,Xaviers,70,0
96,2021,Open,2nd,Xaviers,70,1
38,2021,Open,2nd,Xaviers,70,1
69,2021,Open,2nd,Xaviers,70,1
58,2021,Open,2nd,Xaviers,70,0
87,2021,Open,2nd,Xaviers,70,0
63,2021,Open,2nd,Xaviers,70,0
39,2021,Open,2nd,Xaviers,70,1
94,2021,Open,2nd,Xaviers,70,0
45,2021,Open,2nd,Xaviers,70,0
92,2021,Open,2nd,Xaviers,70,1
84,2021,Open,2nd,Xaviers,70,0
55,2021,Open,2nd,Xaviers,70,0
46,2021,Open,2nd,Xaviers,70,0
80,2021,Open,2nd,Xaviers,70,1
95,2021,Open,2nd,Xaviers,70,1
85,2021,Open,2nd,Xaviers,70,0
46,2021,Open,2nd,Xaviers,70,1
43,2021,Open,2nd,Xaviers,70,0
70,2021,Open,2nd,Xaviers,70,1
85,2021,Open,2nd,Xaviers,70,0
94,2021,Open,2nd,Xaviers,70,0
46,2021,Open,2nd,Xaviers,70,0
46,2021,Open,2nd,Xaviers,70,0
78,2021,Open,2nd,Xaviers,70,0
91,2021,Open,2nd,Xaviers,70,1
90,2021,Open,2nd,Xaviers,70,0
44,2021,Open,2nd,Xaviers,70,1
78,2021,Open,2nd,Xaviers,70,1
56,2021,Open,2nd,Xaviers,70,1
47,2021,Open,2nd,Xaviers,70,0
54,2021,Open,2nd,Xaviers,70,0
56,2021,Open,2nd,Xaviers,70,1
35,2021,Open,2nd,Xaviers,70,0
47,2021,Open,2nd,Xaviers,70,0
85,2021,Open,2nd,Xaviers,70,1
79,2021,Open,2nd,Xaviers,70,0
86,2021,Open,2nd,Xaviers,70,1
86,2021,Open,2nd,Xaviers,70,0
79,2021,Open,2nd,Xaviers,70,0
87,2021,Open,2nd,Xaviers,70,1
52,2021,Open,2nd,Xaviers,70,1
81,2021,Open,2nd,Xaviers,70,1
38,2021,Open,2nd,Xaviers,70,1
91,2021,Open,2nd,Xaviers,70,0
92,2021,Open,2nd,Xaviers,70,1
65,2021,Open,2nd,Xaviers,70,0
50,2021,Open,2nd,Xaviers,70,0
65,2021,Open,2nd,Xaviers,70,1
100,2021,Open,2nd,Xaviers,70,1
87,2021,Open,2nd,Xaviers,70,0
79,2021,Open,2nd,Xaviers,70,0
51,2021,Open,2nd,Xaviers,70,1
93,2021,Open,2nd,Xaviers,70,0
85,2021,Open,2nd,Xaviers,70,0
37,2021,Open,2nd,Xaviers,70,1
66,2021,Open,2nd,Xaviers,70,1
58,2021,Open,2nd,Xaviers,70,1
78,2021,Open,2nd,Xaviers,70,1
100,2021,Open,2nd,Xaviers,70,1
95,2021,Open,2nd,Xaviers,70,1
61,2021,Open,2nd,Xaviers,70,0
83,2021,Open,2nd,Xaviers,70,0
76,2021,Open,2nd,Xaviers,70,1
91,2021,Open,2nd,Xaviers,70,0
77,2021,Open,2nd,Xaviers,70,1
75,2021,Open,2nd,Xaviers,70,0
65,2021,Open,2nd,Xaviers,70,1
89,2021,Open,2nd,Xaviers,70,0
41,2021,Open,2nd,Xaviers,70,1
78,2021,Open,2nd,Xaviers,70,0
53,2021,Open,2nd,Xaviers,70,0
74,2021,Open,2nd,Xaviers,70,0
47,2021,Open,2nd,Xaviers,70,1
66,2021,Open,2nd,Xaviers,70,0
83,2021,Open,2nd,Xaviers,70,0
96,2021,Open,2nd,Xaviers,70,1
79,2021,Open,2nd,Xaviers,70,0
90,2021,Open,2nd,Xaviers,70,0
62,2021,Open,2nd,Xaviers,70,1
79,2021,Open,2nd,Xaviers,70,0
92,2021,Open,2nd,Xaviers,70,0
67,2021,Open,2nd,Xaviers,70,0
39,2021,Open,2nd,Xaviers,70,1
98,2021,Open,2nd,Xaviers,70,0
95,2021,Open,2nd,Xaviers,70,1
100,2021,Open,2nd,Xaviers,70,0
84,2021,Open,2nd,Xaviers,70,0
56,2021,Open,2nd,Xaviers,70,1
96,2021,Open,2nd,Xaviers,70,0
87,2021,Open,2nd,Xaviers,70,0
39,2021,Open,2nd,Xaviers,70,1
96,2021,Open,2nd,Xaviers,70,0
54,2021,Open,2nd,Xaviers,70,0
90,2021,Open,2nd,Xaviers,70,0
59,2021,Open,2nd,Xaviers,70,0
90,2021,Open,2nd,Xaviers,70,1
97,2021,Open,2nd,Xaviers,70,1
99,2021,Open,2nd,Xaviers,70,0
56,2021,Open,2nd,Xaviers,70,1
81,2021,Open,2nd,Xaviers,70,1
54,2021,Open,2nd,Xaviers,70,0
97,2021,Open,2nd,Xaviers,70,1
50,2021,Open,2nd,Xaviers,70,0
82,2021,Open,2nd,Xaviers,70,0
96,2021,Open,2nd,Xaviers,70,0
36,2021,Open,2nd,Xaviers,70,0
58,2021,Open,2nd,Xaviers,70,0
37,2021,Open,2nd,Xaviers,70,1
86,2021,Open,2nd,Xaviers,70,0
73,2021,Open,2nd,Xaviers,70,0
72,2021,Open,2nd,Xaviers,70,0
89,2021,Open,2nd,Xaviers,70,0
38,2021,Open,2nd,Xaviers,70,0
59,2021,Open,2nd,Xaviers,70,0
60,2021,Open,2nd,Xaviers,70,1
99,2021,Open,2nd,Xaviers,70,0
92,2021,Open,2nd,Xaviers,70,1
42,2021,Open,2nd,Xaviers,70,0
44,2021,Open,2nd,Xaviers,70,1
77,2021,Open,2nd,Xaviers,70,0
55,2021,Open,2nd,Xaviers,70,0
57,2021,Open,2nd,Xaviers,70,0
60,2021,Open,2nd,Xaviers,70,0
39,2021,Open,2nd,Xaviers,70,1
60,2021,Open,2nd,Xaviers,70,1
63,2021,Open,2nd,Xaviers,70,1
98,2021,Open,2nd,Xaviers,70,0
98,2021,Open,2nd,Xaviers,70,0
43,2021,Open,2nd,Xaviers,70,0
35,2021,Open,2nd,Xaviers,70,1
58,2021,Open,2nd,Xaviers,70,0
61,2021,Open,2nd,Xaviers,70,1
46,2021,Open,2nd,Xaviers,70,0
53,2021,Open,2nd,Xaviers,70,0
98,2021,Open,2nd,Xaviers,70,1
43,2021,Open,2nd,Xaviers,70,1
83,2021,Open,2nd,Xaviers,70,1
73,2021,Open,2nd,Xaviers,70,0
81,2021,Open,2nd,Xaviers,70,1
48,2021,Open,2nd,Xaviers,70,0
70,2021,Open,2nd,Xaviers,70,1
83,2021,Open,2nd,Xaviers,70,0
48,2021,Open,2nd,Xaviers,70,1
