marks,year,caste,list,College,cutoff,result
79,2021,Open,3rd,Hinduja,60,1
82,2021,Open,3rd,Hinduja,60,1
100,2021,Open,3rd,Hinduja,60,1
92,2021,Open,3rd,Hinduja,60,1
75,2021,Open,3rd,Hinduja,60,1
37,2021,Open,3rd,Hinduja,60,0
41,2021,Open,3rd,Hinduja,60,0
63,2021,Open,3rd,Hinduja,60,1
36,2021,Open,3rd,Hinduja,60,0
47,2021,Open,3rd,Hinduja,60,0
60,2021,Open,3rd,Hinduja,60,0
56,2021,Open,3rd,Hinduja,60,0
43,2021,Open,3rd,Hinduja,60,0
50,2021,Open,3rd,Hinduja,60,0
59,2021,Open,3rd,Hinduja,60,0
76,2021,Open,3rd,Hinduja,60,1
89,2021,Open,3rd,Hinduja,60,1
66,2021,Open,3rd,Hinduja,60,1
37,2021,Open,3rd,Hinduja,60,0
36,2021,Open,3rd,Hinduja,60,0
86,2021,Open,3rd,Hinduja,60,1
85,2021,Open,3rd,Hinduja,60,1
47,2021,Open,3rd,Hinduja,60,0
36,2021,Open,3rd,Hinduja,60,0
100,2021,Open,3rd,Hinduja,60,1
81,2021,Open,3rd,Hinduja,60,1
56,2021,Open,3rd,Hinduja,60,0
42,2021,Open,3rd,Hinduja,60,0
80,2021,Open,3rd,Hinduja,60,1
97,2021,Open,3rd,Hinduja,60,1
90,2021,Open,3rd,Hinduja,60,1
47,2021,Open,3rd,Hinduja,60,0
78,2021,Open,3rd,Hinduja,60,1
39,2021,Open,3rd,Hinduja,60,0
99,2021,Open,3rd,Hinduja,60,1
71,2021,Open,3rd,Hinduja,60,1
58,2021,Open,3rd,Hinduja,60,0
78,2021,Open,3rd,Hinduja,60,1
76,2021,Open,3rd,Hinduja,60,1
75,2021,Open,3rd,Hinduja,60,1
95,2021,Open,3rd,Hinduja,60,1
53,2021,Open,3rd,Hinduja,60,0
65,2021,Open,3rd,Hinduja,60,1
58,2021,Open,3rd,Hinduja,60,0
62,2021,Open,3rd,Hinduja,60,1
83,2021,Open,3rd,Hinduja,60,1
74,2021,Open,3rd,Hinduja,60,1
53,2021,Open,3rd,Hinduja,60,0
91,2021,Open,3rd,Hinduja,60,1
43,2021,Open,3rd,Hinduja,60,0
91,2021,Open,3rd,Hinduja,60,1
58,2021,Open,3rd,Hinduja,60,0
51,2021,Open,3rd,Hinduja,60,0
47,2021,Open,3rd,Hinduja,60,0
71,2021,Open,3rd,Hinduja,60,1
63,2021,Open,3rd,Hinduja,60,1
41,2021,Open,3rd,Hinduja,60,0
77,2021,Open,3rd,Hinduja,60,1
35,2021,Open,3rd,Hinduja,60,0
82,2021,Open,3rd,Hinduja,60,1
94,2021,Open,3rd,Hinduja,60,1
72,2021,Sindhi,3rd,Hinduja,55,1
80,2021,Sindhi,3rd,Hinduja,55,1
36,2021,Sindhi,3rd,Hinduja,55,0
38,2021,Sindhi,3rd,Hinduja,55,0
35,2021,Sindhi,3rd,Hinduja,55,0
71,2021,Sindhi,3rd,Hinduja,55,1
39,2021,Sindhi,3rd,Hinduja,55,0
52,2021,Sindhi,3rd,Hinduja,55,0
98,2021,Sindhi,3rd,Hinduja,55,1
59,2021,Sindhi,3rd,Hinduja,55,1
46,2021,Sindhi,3rd,Hinduja,55,0
83,2021,Sindhi,3rd,Hinduja,55,1
77,2021,Sindhi,3rd,Hinduja,55,1
37,2021,Sindhi,3rd,Hinduja,55,0
70,2021,Sindhi,3rd,Hinduja,55,1
55,2021,Sindhi,3rd,Hinduja,55,0
76,2021,Sindhi,3rd,Hinduja,55,1
81,2021,Sindhi,3rd,Hinduja,55,1
61,2021,Sindhi,3rd,Hinduja,55,1
62,2021,Sindhi,3rd,Hinduja,55,1
75,2021,Sindhi,3rd,Hinduja,55,1
36,2021,Sindhi,3rd,Hinduja,55,0
41,2021,Sindhi,3rd,Hinduja,55,0
53,2021,Sindhi,3rd,Hinduja,55,0
35,2021,Sindhi,3rd,Hinduja,55,0
74,2021,Sindhi,3rd,Hinduja,55,1
66,2021,Sindhi,3rd,Hinduja,55,1
93,2021,Sindhi,3rd,Hinduja,55,1
46,2021,Sindhi,3rd,Hinduja,55,0
73,2021,Sindhi,3rd,Hinduja,55,1
39,2021,Sindhi,3rd,Hinduja,55,0
51,2021,Sindhi,3rd,Hinduja,55,0
55,2021,Sindhi,3rd,Hinduja,55,0
67,2021,Sindhi,3rd,Hinduja,55,1
42,2021,Sindhi,3rd,Hinduja,55,0
83,2021,Sindhi,3rd,Hinduja,55,1
51,2021,Sindhi,3rd,Hinduja,55,0
98,2021,Sindhi,3rd,Hinduja,55,1
64,2021,Sindhi,3rd,Hinduja,55,1
96,2021,Sindhi,3rd,Hinduja,55,1
90,2021,Sindhi,3rd,Hinduja,55,1
49,2021,Sindhi,3rd,Hinduja,55,0
49,2021,Sindhi,3rd,Hinduja,55,0
44,2021,Sindhi,3rd,Hinduja,55,0
92,2021,Sindhi,3rd,Hinduja,55,1
70,2021,Sindhi,3rd,Hinduja,55,1
86,2021,Sindhi,3rd,Hinduja,55,1
94,2021,Sindhi,3rd,Hinduja,55,1
58,2021,Sindhi,3rd,Hinduja,55,1
52,2021,Sindhi,3rd,Hinduja,55,0
95,2021,Sindhi,3rd,Hinduja,55,1
75,2021,Sindhi,3rd,Hinduja,55,1
46,2021,Sindhi,3rd,Hinduja,55,0
55,2021,Sindhi,3rd,Hinduja,55,0
84,2021,Sindhi,3rd,Hinduja,55,1
63,2021,Sindhi,3rd,Hinduja,55,1
73,2021,Sindhi,3rd,Hinduja,55,1
83,2021,Sindhi,3rd,Hinduja,55,1
37,2021,Sindhi,3rd,Hinduja,55,0
75,2021,Sindhi,3rd,Hinduja,55,1
62,2021,Sindhi,3rd,Hinduja,55,1
68,2021,Sindhi,3rd,Hinduja,55,1
92,2021,Sindhi,3rd,Hinduja,55,1
58,2021,Sindhi,3rd,Hinduja,55,1
86,2021,Sindhi,3rd,Hinduja,55,1
40,2021,Sindhi,3rd,Hinduja,55,0
35,2021,Sindhi,3rd,Hinduja,55,0
54,2021,Sindhi,3rd,Hinduja,55,0
85,2021,Sindhi,3rd,Hinduja,55,1
45,2021,Sindhi,3rd,Hinduja,55,0
69,2021,Sindhi,3rd,Hinduja,55,1
57,2021,Sindhi,3rd,Hinduja,55,1
45,2021,Sindhi,3rd,Hinduja,55,0
44,2021,Sindhi,3rd,Hinduja,55,0
89,2021,Sindhi,3rd,Hinduja,55,1
66,2021,Sindhi,3rd,Hinduja,55,1
62,2021,Sindhi,3rd,Hinduja,55,1
99,2021,Sindhi,3rd,Hinduja,55,1
75,2021,Sindhi,3rd,Hinduja,55,1
57,2021,Sindhi,3rd,Hinduja,55,1
53,2021,Sindhi,3rd,Hinduja,55,0
89,2021,Sindhi,3rd,Hinduja,55,1
83,2021,Sindhi,3rd,Hinduja,55,1
76,2021,Sindhi,3rd,Hinduja,55,1
57,2021,Sindhi,3rd,Hinduja,55,1
75,2021,Sindhi,3rd,Hinduja,55,1
71,2021,Sindhi,3rd,Hinduja,55,1
100,2021,Sindhi,3rd,Hinduja,55,1
95,2021,Sindhi,3rd,Hinduja,55,1
35,2021,Sindhi,3rd,Hinduja,55,0
67,2021,Sindhi,3rd,Hinduja,55,1
49,2021,Sindhi,3rd,Hinduja,55,0
75,2021,Sindhi,3rd,Hinduja,55,1
73,2021,Sindhi,3rd,Hinduja,55,1
98,2021,Sindhi,3rd,Hinduja,55,1
81,2021,Sindhi,3rd,Hinduja,55,1
67,2021,Sindhi,3rd,Hinduja,55,1
91,2021,Sindhi,3rd,Hinduja,55,1
57,2021,Sindhi,3rd,Hinduja,55,1
49,2021,Sindhi,3rd,Hinduja,55,0
73,2021,Sindhi,3rd,Hinduja,55,1
52,2021,Sindhi,3rd,Hinduja,55,0
50,2021,Sindhi,3rd,Hinduja,55,0
51,2021,Sindhi,3rd,Hinduja,55,0
85,2021,Sindhi,3rd,Hinduja,55,1
40,2021,Sindhi,3rd,Hinduja,55,0
70,2021,Sindhi,3rd,Hinduja,55,1
84,2021,Sindhi,3rd,Hinduja,55,1
66,2021,Sindhi,3rd,Hinduja,55,1
81,2021,Sindhi,3rd,Hinduja,55,1
81,2021,Sindhi,3rd,Hinduja,55,1
81,2021,Sindhi,3rd,Hinduja,55,1
53,2021,Sindhi,3rd,Hinduja,55,0
36,2021,Sindhi,3rd,Hinduja,55,0
77,2021,Sindhi,3rd,Hinduja,55,1
63,2021,Sindhi,3rd,Hinduja,55,1
71,2021,Sindhi,3rd,Hinduja,55,1
62,2021,Sindhi,3rd,Hinduja,55,1
71,2021,Sindhi,3rd,Hinduja,55,1
88,2021,Sindhi,3rd,Hinduja,55,1
62,2021,Sindhi,3rd,Hinduja,55,1
40,2021,Sindhi,3rd,Hinduja,55,0
70,2021,Sindhi,3rd,Hinduja,55,1
80,2021,Sindhi,3rd,Hinduja,55,1
61,2021,Sindhi,3rd,Hinduja,55,1
79,2021,Sindhi,3rd,Hinduja,55,1
91,2021,Sindhi,3rd,Hinduja,55,1
37,2021,Sindhi,3rd,Hinduja,55,0
67,2021,Sindhi,3rd,Hinduja,55,1
63,2021,Sindhi,3rd,Hinduja,55,1
44,2021,Sindhi,3rd,Hinduja,55,0
44,2021,Sindhi,3rd,Hinduja,55,0
68,2021,Sindhi,3rd,Hinduja,55,1
38,2021,Sindhi,3rd,Hinduja,55,0
44,2021,Sindhi,3rd,Hinduja,55,0
73,2021,Sindhi,3rd,Hinduja,55,1
44,2021,Sindhi,3rd,Hinduja,55,0
35,2021,Sindhi,3rd,Hinduja,55,0
49,2021,Sindhi,3rd,Hinduja,55,0
72,2021,Sindhi,3rd,Hinduja,55,1
61,2021,Sindhi,3rd,Hinduja,55,1
73,2021,Sindhi,3rd,Hinduja,55,1
86,2021,Sindhi,3rd,Hinduja,55,1
99,2021,Sindhi,3rd,Hinduja,55,1
86,2021,Sindhi,3rd,Hinduja,55,1
41,2021,Sindhi,3rd,Hinduja,55,0
71,2021,Sindhi,3rd,Hinduja,55,1
93,2021,Sindhi,3rd,Hinduja,55,1
41,2021,Sindhi,3rd,Hinduja,55,0
89,2021,Sindhi,3rd,Hinduja,55,1
58,2020,Open,1st,Hinduja,85,0
91,2020,Open,1st,Hinduja,85,1
39,2020,Open,1st,Hinduja,85,0
93,2020,Open,1st,Hinduja,85,1
47,2020,Open,1st,Hinduja,85,0
56,2020,Open,1st,Hinduja,85,0
76,2020,Open,1st,Hinduja,85,0
58,2020,Open,1st,Hinduja,85,0
61,2020,Open,1st,Hinduja,85,0
37,2020,Open,1st,Hinduja,85,0
95,2020,Open,1st,Hinduja,85,1
50,2020,Open,1st,Hinduja,85,0
97,2020,Open,1st,Hinduja,85,1
51,2020,Open,1st,Hinduja,85,0
73,2020,Open,1st,Hinduja,85,0
54,2020,Open,1st,Hinduja,85,0
65,2020,Open,1st,Hinduja,85,0
53,2020,Open,1st,Hinduja,85,0
85,2020,Open,1st,Hinduja,85,0
39,2020,Open,1st,Hinduja,85,0
56,2020,Open,1st,Hinduja,85,0
90,2020,Open,1st,Hinduja,85,1
71,2020,Open,1st,Hinduja,85,0
82,2020,Open,1st,Hinduja,85,0
94,2020,Open,1st,Hinduja,85,1
36,2020,Open,1st,Hinduja,85,0
66,2020,Open,1st,Hinduja,85,0
40,2020,Open,1st,Hinduja,85,0
40,2020,Open,1st,Hinduja,85,0
95,2020,Open,1st,Hinduja,85,1
56,2020,Open,1st,Hinduja,85,0
63,2020,Open,1st,Hinduja,85,0
78,2020,Open,1st,Hinduja,85,0
41,2020,Open,1st,Hinduja,85,0
60,2020,Open,1st,Hinduja,85,0
97,2020,Open,1st,Hinduja,85,1
56,2020,Open,1st,Hinduja,85,0
47,2020,Open,1st,Hinduja,85,0
58,2020,Open,1st,Hinduja,85,0
53,2020,Open,1st,Hinduja,85,0
83,2020,Open,1st,Hinduja,85,0
50,2020,Open,1st,Hinduja,85,0
64,2020,Open,1st,Hinduja,85,0
58,2020,Open,1st,Hinduja,85,0
85,2020,Open,1st,Hinduja,85,0
70,2020,Open,1st,Hinduja,85,0
60,2020,Open,1st,Hinduja,85,0
75,2020,Open,1st,Hinduja,85,0
55,2020,Open,1st,Hinduja,85,0
62,2020,Open,1st,Hinduja,85,0
61,2020,Open,1st,Hinduja,85,0
77,2020,Open,1st,Hinduja,85,0
59,2020,Open,1st,Hinduja,85,0
68,2020,Open,1st,Hinduja,85,0
44,2020,Open,1st,Hinduja,85,0
85,2020,Open,1st,Hinduja,85,0
54,2020,Open,1st,Hinduja,85,0
87,2020,Open,1st,Hinduja,85,1
99,2020,Open,1st,Hinduja,85,1
88,2020,Open,1st,Hinduja,85,1
91,2020,Open,1st,Hinduja,85,1
43,2020,Open,1st,Hinduja,85,0
48,2020,Open,1st,Hinduja,85,0
37,2020,Open,1st,Hinduja,85,0
85,2020,Open,1st,Hinduja,85,0
70,2020,Open,1st,Hinduja,85,0
39,2020,Open,1st,Hinduja,85,0
89,2020,Open,1st,Hinduja,85,1
94,2020,Open,1st,Hinduja,85,1
56,2020,Open,1st,Hinduja,85,0
63,2020,Open,1st,Hinduja,85,0
72,2020,Open,1st,Hinduja,85,0
45,2020,Open,1st,Hinduja,85,0
86,2020,Open,1st,Hinduja,85,1
42,2020,Open,1st,Hinduja,85,0
39,2020,Open,1st,Hinduja,85,0
96,2020,Open,1st,Hinduja,85,1
74,2020,Open,1st,Hinduja,85,0
58,2020,Open,1st,Hinduja,85,0
56,2020,Open,1st,Hinduja,85,0
38,2020,Open,1st,Hinduja,85,0
36,2020,Open,1st,Hinduja,85,0
51,2020,Open,1st,Hinduja,85,0
58,2020,Open,1st,Hinduja,85,0
37,2020,Open,1st,Hinduja,85,0
74,2020,Open,1st,Hinduja,85,0
71,2020,Open,1st,Hinduja,85,0
37,2020,Open,1st,Hinduja,85,0
39,2020,Open,1st,Hinduja,85,0
38,2020,Open,1st,Hinduja,85,0
77,2020,Open,1st,Hinduja,85,0
75,2020,Open,1st,Hinduja,85,0
44,2020,Open,1st,Hinduja,85,0
78,2020,Open,1st,Hinduja,85,0
58,2020,Open,1st,Hinduja,85,0
93,2020,Open,1st,Hinduja,85,1
48,2020,Open,1st,Hinduja,85,0
76,2020,Open,1st,Hinduja,85,0
60,2020,Open,1st,Hinduja,85,0
80,2020,Open,1st,Hinduja,85,0
55,2020,Open,1st,Hinduja,85,0
80,2020,Open,1st,Hinduja,85,0
66,2020,Open,1st,Hinduja,85,0
80,2020,Open,1st,Hinduja,85,0
48,2020,Open,1st,Hinduja,85,0
92,2020,Open,1st,Hinduja,85,1
43,2020,Open,1st,Hinduja,85,0
68,2020,Open,1st,Hinduja,85,0
83,2020,Open,1st,Hinduja,85,0
52,2020,Open,1st,Hinduja,85,0
93,2020,Open,1st,Hinduja,85,1
40,2020,Open,1st,Hinduja,85,0
43,2020,Open,1st,Hinduja,85,0
79,2020,Open,1st,Hinduja,85,0
57,2020,Open,1st,Hinduja,85,0
90,2020,Open,1st,Hinduja,85,1
100,2020,Open,1st,Hinduja,85,1
94,2020,Open,1st,Hinduja,85,1
75,2020,Open,1st,Hinduja,85,0
98,2020,Open,1st,Hinduja,85,1
77,2020,Open,1st,Hinduja,85,0
73,2020,Open,1st,Hinduja,85,0
79,2020,Open,1st,Hinduja,85,0
57,2020,Open,1st,Hinduja,85,0
97,2020,Open,1st,Hinduja,85,1
93,2020,Open,1st,Hinduja,85,1
72,2020,Open,1st,Hinduja,85,0
37,2020,Open,1st,Hinduja,85,0
48,2020,Open,1st,Hinduja,85,0
77,2020,Open,1st,Hinduja,85,0
97,2020,Open,1st,Hinduja,85,1
67,2020,Open,1st,Hinduja,85,0
77,2020,Open,1st,Hinduja,85,0
94,2020,Open,1st,Hinduja,85,1
73,2020,Open,1st,Hinduja,85,0
50,2020,Open,1st,Hinduja,85,0
60,2020,Open,1st,Hinduja,85,0
95,2020,Open,1st,Hinduja,85,1
74,2020,Open,1st,Hinduja,85,0
57,2020,Open,1st,Hinduja,85,0
55,2020,Open,1st,Hinduja,85,0
87,2020,Open,1st,Hinduja,85,1
35,2020,Open,1st,Hinduja,85,0
81,2020,Open,1st,Hinduja,85,0
80,2020,Open,1st,Hinduja,85,0
99,2020,Open,1st,Hinduja,85,1
61,2020,Open,1st,Hinduja,85,0
58,2020,Open,1st,Hinduja,85,0
82,2020,Open,1st,Hinduja,85,0
83,2020,Open,1st,Hinduja,85,0
67,2020,Open,1st,Hinduja,85,0
39,2020,Open,1st,Hinduja,85,0
55,2020,Open,1st,Hinduja,85,0
97,2020,Open,1st,Hinduja,85,1
45,2020,Open,1st,Hinduja,85,0
86,2020,Open,1st,Hinduja,85,1
62,2020,Open,1st,Hinduja,85,0
94,2020,Open,1st,Hinduja,85,1
57,2020,Open,1st,Hinduja,85,0
54,2020,Open,1st,Hinduja,85,0
50,2020,Open,1st,Hinduja,85,0
100,2020,Open,1st,Hinduja,85,1
85,2020,Open,1st,Hinduja,85,0
36,2020,Open,1st,Hinduja,85,0
73,2020,Open,1st,Hinduja,85,0
37,2020,Open,1st,Hinduja,85,0
68,2020,Open,1st,Hinduja,85,0
50,2020,Open,1st,Hinduja,85,0
58,2020,Open,1st,Hinduja,85,0
81,2020,Open,1st,Hinduja,85,0
67,2020,Open,1st,Hinduja,85,0
90,2020,Open,1st,Hinduja,85,1
35,2020,Open,1st,Hinduja,85,0
37,2020,Open,1st,Hinduja,85,0
94,2020,Open,1st,Hinduja,85,1
66,2020,Open,1st,Hinduja,85,0
42,2020,Open,1st,Hinduja,85,0
83,2020,Open,1st,Hinduja,85,0
65,2020,Open,1st,Hinduja,85,0
95,2020,Open,1st,Hinduja,85,1
63,2020,Open,1st,Hinduja,85,0
72,2020,Open,1st,Hinduja,85,0
87,2020,Open,1st,Hinduja,85,1
79,2020,Open,1st,Hinduja,85,0
57,2020,Open,1st,Hinduja,85,0
88,2020,Open,1st,Hinduja,85,1
61,2020,Open,1st,Hinduja,85,0
58,2020,Open,1st,Hinduja,85,0
94,2020,Open,1st,Hinduja,85,1
89,2020,Open,1st,Hinduja,85,1
76,2020,Open,1st,Hinduja,85,0
53,2020,Open,1st,Hinduja,85,0
92,2020,Open,1st,Hinduja,85,1
56,2020,Open,1st,Hinduja,85,0
92,2020,Open,1st,Hinduja,85,1
84,2020,Open,1st,Hinduja,85,0
91,2020,Open,1st,Hinduja,85,1
53,2020,Open,1st,Hinduja,85,0
66,2020,Open,1st,Hinduja,85,0
56,2020,Open,1st,Hinduja,85,0
86,2020,Open,1st,Hinduja,85,1
95,2020,Open,1st,Hinduja,85,1
83,2020,Open,1st,Hinduja,85,0
59,2020,Open,1st,Hinduja,85,0
56,2020,Open,1st,Hinduja,85,0
57,2020,Open,1st,Hinduja,85,0
41,2020,Open,1st,Hinduja,85,0
80,2020,Open,1st,Hinduja,85,0
87,2020,Open,1st,Hinduja,85,1
58,2020,Open,1st,Hinduja,85,0
52,2020,Open,1st,Hinduja,85,0
94,2020,Open,1st,Hinduja,85,1
93,2020,Open,1st,Hinduja,85,1
52,2020,Open,1st,Hinduja,85,0
77,2020,Open,1st,Hinduja,85,0
87,2020,Open,1st,Hinduja,85,1
74,2020,Open,1st,Hinduja,85,0
69,2020,Open,1st,Hinduja,85,0
90,2020,Open,1st,Hinduja,85,1
62,2020,Open,1st,Hinduja,85,0
92,2020,Open,1st,Hinduja,85,1
49,2020,Open,1st,Hinduja,85,0
92,2020,Open,1st,Hinduja,85,1
61,2020,Open,1st,Hinduja,85,0
38,2020,Open,1st,Hinduja,85,0
65,2020,Open,1st,Hinduja,85,0
93,2020,Open,1st,Hinduja,85,1
78,2020,Open,1st,Hinduja,85,0
79,2020,Open,1st,Hinduja,85,0
85,2020,Open,1st,Hinduja,85,0
60,2020,Open,1st,Hinduja,85,0
69,2020,Open,1st,Hinduja,85,0
77,2020,Open,1st,Hinduja,85,0
65,2020,Open,1st,Hinduja,85,0
89,2020,Open,1st,Hinduja,85,1
58,2020,Open,1st,Hinduja,85,0
95,2020,Open,1st,Hinduja,85,1
45,2020,Open,1st,Hinduja,85,0
86,2020,Open,1st,Hinduja,85,1
73,2020,Open,1st,Hinduja,85,0
85,2020,Open,1st,Hinduja,85,0
98,2020,Open,1st,Hinduja,85,1
35,2020,Open,1st,Hinduja,85,0
79,2020,Open,1st,Hinduja,85,0
46,2020,Open,1st,Hinduja,85,0
50,2020,Open,1st,Hinduja,85,0
87,2020,Open,1st,Hinduja,85,1
64,2020,Open,1st,Hinduja,85,0
62,2020,Open,1st,Hinduja,85,0
80,2020,Sindhi,1st,Hinduja,70,1
46,2020,Sindhi,1st,Hinduja,70,0
62,2020,Sindhi,1st,Hinduja,70,0
94,2020,Sindhi,1st,Hinduja,70,1
91,2020,Sindhi,1st,Hinduja,70,1
78,2020,Sindhi,1st,Hinduja,70,1
62,2020,Sindhi,1st,Hinduja,70,0
60,2020,Sindhi,1st,Hinduja,70,0
44,2020,Sindhi,1st,Hinduja,70,0
91,2020,Sindhi,1st,Hinduja,70,1
78,2020,Sindhi,1st,Hinduja,70,1
58,2020,Sindhi,1st,Hinduja,70,0
52,2020,Sindhi,1st,Hinduja,70,0
51,2020,Sindhi,1st,Hinduja,70,0
81,2020,Sindhi,1st,Hinduja,70,1
94,2020,Sindhi,1st,Hinduja,70,1
73,2020,Sindhi,1st,Hinduja,70,1
55,2020,Sindhi,1st,Hinduja,70,0
50,2020,Sindhi,1st,Hinduja,70,0
55,2020,Sindhi,1st,Hinduja,70,0
35,2020,Sindhi,1st,Hinduja,70,0
37,2020,Sindhi,1st,Hinduja,70,0
48,2020,Sindhi,1st,Hinduja,70,0
62,2020,Sindhi,1st,Hinduja,70,0
77,2020,Sindhi,1st,Hinduja,70,1
39,2020,Sindhi,1st,Hinduja,70,0
44,2020,Sindhi,1st,Hinduja,70,0
85,2020,Sindhi,1st,Hinduja,70,1
64,2020,Sindhi,1st,Hinduja,70,0
58,2020,Sindhi,1st,Hinduja,70,0
96,2020,Sindhi,1st,Hinduja,70,1
73,2020,Sindhi,1st,Hinduja,70,1
71,2020,Sindhi,1st,Hinduja,70,1
79,2020,Sindhi,1st,Hinduja,70,1
83,2020,Sindhi,1st,Hinduja,70,1
70,2020,Sindhi,1st,Hinduja,70,0
87,2020,Sindhi,1st,Hinduja,70,1
78,2020,Sindhi,1st,Hinduja,70,1
50,2020,Sindhi,1st,Hinduja,70,0
60,2020,Sindhi,1st,Hinduja,70,0
49,2020,Sindhi,1st,Hinduja,70,0
58,2020,Sindhi,1st,Hinduja,70,0
66,2020,Sindhi,1st,Hinduja,70,0
94,2020,Sindhi,1st,Hinduja,70,1
67,2020,Sindhi,1st,Hinduja,70,0
85,2020,Sindhi,1st,Hinduja,70,1
37,2020,Sindhi,1st,Hinduja,70,0
77,2020,Sindhi,1st,Hinduja,70,1
85,2020,Sindhi,1st,Hinduja,70,1
35,2020,Sindhi,1st,Hinduja,70,0
97,2020,Sindhi,1st,Hinduja,70,1
66,2020,Sindhi,1st,Hinduja,70,0
57,2020,Sindhi,1st,Hinduja,70,0
86,2020,Sindhi,1st,Hinduja,70,1
91,2020,Sindhi,1st,Hinduja,70,1
70,2020,Sindhi,1st,Hinduja,70,0
58,2020,Sindhi,1st,Hinduja,70,0
73,2020,Sindhi,1st,Hinduja,70,1
79,2020,Sindhi,1st,Hinduja,70,1
73,2020,Sindhi,1st,Hinduja,70,1
36,2020,Sindhi,1st,Hinduja,70,0
95,2020,Sindhi,1st,Hinduja,70,1
54,2020,Sindhi,1st,Hinduja,70,0
99,2020,Sindhi,1st,Hinduja,70,1
93,2020,Sindhi,1st,Hinduja,70,1
78,2020,Sindhi,1st,Hinduja,70,1
94,2020,Sindhi,1st,Hinduja,70,1
56,2020,Sindhi,1st,Hinduja,70,0
61,2020,Sindhi,1st,Hinduja,70,0
58,2020,Sindhi,1st,Hinduja,70,0
60,2020,Sindhi,1st,Hinduja,70,0
65,2020,Sindhi,1st,Hinduja,70,0
68,2020,Sindhi,1st,Hinduja,70,0
95,2020,Sindhi,1st,Hinduja,70,1
83,2020,Sindhi,1st,Hinduja,70,1
58,2020,Sindhi,1st,Hinduja,70,0
64,2020,Sindhi,1st,Hinduja,70,0
54,2020,Sindhi,1st,Hinduja,70,0
89,2020,Sindhi,1st,Hinduja,70,1
35,2020,Sindhi,1st,Hinduja,70,0
87,2020,Sindhi,1st,Hinduja,70,1
81,2020,Sindhi,1st,Hinduja,70,1
67,2020,Sindhi,1st,Hinduja,70,0
90,2020,Sindhi,1st,Hinduja,70,1
46,2020,Sindhi,1st,Hinduja,70,0
65,2020,Sindhi,1st,Hinduja,70,0
43,2020,Sindhi,1st,Hinduja,70,0
82,2020,Sindhi,1st,Hinduja,70,1
71,2020,Sindhi,1st,Hinduja,70,1
74,2020,Sindhi,1st,Hinduja,70,1
54,2020,Sindhi,1st,Hinduja,70,0
64,2020,Sindhi,1st,Hinduja,70,0
35,2020,Sindhi,1st,Hinduja,70,0
43,2020,Sindhi,1st,Hinduja,70,0
39,2020,Sindhi,1st,Hinduja,70,0
57,2020,Sindhi,1st,Hinduja,70,0
41,2020,Sindhi,1st,Hinduja,70,0
45,2020,Sindhi,1st,Hinduja,70,0
87,2020,Sindhi,1st,Hinduja,70,1
75,2020,Sindhi,1st,Hinduja,70,1
66,2020,Sindhi,1st,Hinduja,70,0
85,2020,Sindhi,1st,Hinduja,70,1
87,2020,Sindhi,1st,Hinduja,70,1
62,2020,Sindhi,1st,Hinduja,70,0
74,2020,Sindhi,1st,Hinduja,70,1
87,2020,Sindhi,1st,Hinduja,70,1
79,2020,Sindhi,1st,Hinduja,70,1
65,2020,Sindhi,1st,Hinduja,70,0
95,2020,Sindhi,1st,Hinduja,70,1
37,2020,Sindhi,1st,Hinduja,70,0
53,2020,Sindhi,1st,Hinduja,70,0
41,2020,Sindhi,1st,Hinduja,70,0
92,2020,Sindhi,1st,Hinduja,70,1
69,2020,Sindhi,1st,Hinduja,70,0
74,2020,Sindhi,1st,Hinduja,70,1
38,2020,Sindhi,1st,Hinduja,70,0
74,2020,Sindhi,1st,Hinduja,70,1
83,2020,Sindhi,1st,Hinduja,70,1
62,2020,Sindhi,1st,Hinduja,70,0
77,2020,Sindhi,1st,Hinduja,70,1
98,2020,Sindhi,1st,Hinduja,70,1
50,2020,Sindhi,1st,Hinduja,70,0
48,2020,Sindhi,1st,Hinduja,70,0
95,2020,Sindhi,1st,Hinduja,70,1
41,2020,Sindhi,1st,Hinduja,70,0
48,2020,Sindhi,1st,Hinduja,70,0
40,2020,Sindhi,1st,Hinduja,70,0
99,2020,Sindhi,1st,Hinduja,70,1
35,2020,Sindhi,1st,Hinduja,70,0
50,2020,Sindhi,1st,Hinduja,70,0
72,2020,Sindhi,1st,Hinduja,70,1
37,2020,Sindhi,1st,Hinduja,70,0
44,2020,Sindhi,1st,Hinduja,70,0
82,2020,Sindhi,1st,Hinduja,70,1
67,2020,Sindhi,1st,Hinduja,70,0
94,2020,Sindhi,1st,Hinduja,70,1
84,2020,Sindhi,1st,Hinduja,70,1
39,2020,Sindhi,1st,Hinduja,70,0
54,2020,Sindhi,1st,Hinduja,70,0
60,2020,Sindhi,1st,Hinduja,70,0
66,2020,Sindhi,1st,Hinduja,70,0
71,2020,Sindhi,1st,Hinduja,70,1
66,2020,Sindhi,1st,Hinduja,70,0
87,2020,Sindhi,1st,Hinduja,70,1
94,2020,Sindhi,1st,Hinduja,70,1
71,2020,Sindhi,1st,Hinduja,70,1
52,2020,Sindhi,1st,Hinduja,70,0
97,2020,Sindhi,1st,Hinduja,70,1
79,2020,Sindhi,1st,Hinduja,70,1
62,2020,Sindhi,1st,Hinduja,70,0
42,2020,Sindhi,1st,Hinduja,70,0
36,2020,Sindhi,1st,Hinduja,70,0
