marks,year,caste,list,cutoff,result
63,2020,Open,1st,72,0
72,2020,Open,1st,72,0
68,2020,VJ-A,1st,52,1
86,2020,SBC,1st,66,1
45,2020,SC,1st,40,1
86,2020,NT-B,1st,38,1
69,2020,NT-D,1st,35,1
42,2020,Open,1st,72,0
39,2020,ST,1st,35,1
96,2020,Open,1st,72,1
57,2020,EBC,1st,52,1
74,2020,SC,1st,40,1
58,2020,ST,1st,35,1
75,2020,VJ-A,1st,52,1
56,2020,SC,1st,40,1
38,2020,Open,1st,72,0
36,2020,ST,1st,35,1
51,2020,ST,1st,35,1
35,2020,VJ-A,1st,52,0
100,2020,SBC,1st,66,1
78,2020,NT-D,1st,35,1
58,2020,OBC,1st,65,0
54,2020,VJ-A,1st,52,1
64,2020,NT-D,1st,35,1
44,2020,SEBC,1st,40,1
56,2020,NT-D,1st,35,1
37,2020,NT-C,1st,35,1
43,2020,NT-D,1st,35,1
79,2020,VJ-A,1st,52,1
74,2020,NT-C,1st,35,1
71,2020,NT-B,1st,38,1
59,2020,EBC,1st,52,1
100,2020,SBC,1st,66,1
37,2020,ST,1st,35,1
98,2020,EBC,1st,52,1
53,2020,SEBC,1st,40,1
84,2020,NT-D,1st,35,1
74,2020,SBC,1st,66,1
76,2020,SEBC,1st,40,1
39,2020,NT-B,1st,38,1
38,2020,Open,1st,72,0
77,2020,OBC,1st,65,1
54,2020,SBC,1st,66,0
75,2020,Open,1st,72,1
44,2020,Open,1st,72,0
78,2020,ST,1st,35,1
78,2020,EBC,1st,52,1
58,2020,NT-B,1st,38,1
44,2020,EBC,1st,52,0
61,2020,NT-D,1st,35,1
93,2020,OBC,1st,65,1
48,2020,NT-B,1st,38,1
55,2020,SEBC,1st,40,1
55,2020,EBC,1st,52,1
76,2020,Open,1st,72,1
63,2020,SBC,1st,66,0
60,2020,Open,1st,72,0
80,2020,NT-B,1st,38,1
55,2020,NT-C,1st,35,1
80,2020,OBC,1st,65,1
81,2020,SEBC,1st,40,1
74,2020,SBC,1st,66,1
63,2020,SEBC,1st,40,1
88,2020,NT-D,1st,35,1
92,2020,SBC,1st,66,1
66,2020,NT-C,1st,35,1
76,2020,NT-D,1st,35,1
98,2020,EBC,1st,52,1
80,2020,OBC,1st,65,1
77,2020,NT-D,1st,35,1
48,2020,Open,1st,72,0
96,2020,EBC,1st,52,1
50,2020,SBC,1st,66,0
38,2020,EBC,1st,52,0
92,2020,ST,1st,35,1
88,2020,SBC,1st,66,1
43,2020,ST,1st,35,1
68,2020,ST,1st,35,1
83,2020,ST,1st,35,1
52,2020,NT-C,1st,35,1
91,2020,NT-D,1st,35,1
93,2020,OBC,1st,65,1
40,2020,NT-B,1st,38,1
43,2020,ST,1st,35,1
54,2020,NT-D,1st,35,1
79,2020,ST,1st,35,1
57,2020,NT-B,1st,38,1
66,2020,NT-D,1st,35,1
90,2020,NT-C,1st,35,1
89,2020,VJ-A,1st,52,1
100,2020,NT-C,1st,35,1
51,2020,VJ-A,1st,52,0
94,2020,NT-C,1st,35,1
38,2020,NT-D,1st,35,1
36,2020,VJ-A,1st,52,0
71,2020,VJ-A,1st,52,1
75,2020,ST,1st,35,1
98,2020,NT-C,1st,35,1
77,2020,NT-B,1st,38,1
41,2020,VJ-A,1st,52,0
95,2020,SEBC,1st,40,1
73,2020,Open,1st,72,1
81,2020,SEBC,1st,40,1
89,2020,NT-D,1st,35,1
79,2020,NT-C,1st,35,1
57,2020,NT-B,1st,38,1
97,2020,NT-C,1st,35,1
93,2020,Open,1st,72,1
72,2020,Open,1st,72,0
95,2020,SBC,1st,66,1
55,2020,SEBC,1st,40,1
37,2020,OBC,1st,65,0
96,2020,NT-D,1st,35,1
48,2020,NT-B,1st,38,1
64,2020,VJ-A,1st,52,1
85,2020,SBC,1st,66,1
77,2020,NT-B,1st,38,1
97,2020,SC,1st,40,1
67,2020,NT-C,1st,35,1
44,2020,SBC,1st,66,0
77,2020,ST,1st,35,1
63,2020,NT-D,1st,35,1
94,2020,NT-C,1st,35,1
82,2020,SBC,1st,66,1
73,2020,NT-B,1st,38,1
50,2020,SC,1st,40,1
60,2020,ST,1st,35,1
95,2020,Open,1st,72,1
74,2020,NT-C,1st,35,1
76,2020,SEBC,1st,40,1
57,2020,NT-B,1st,38,1
72,2020,NT-D,1st,35,1
55,2020,NT-B,1st,38,1
63,2020,VJ-A,1st,52,1
87,2020,NT-B,1st,38,1
35,2020,SC,1st,40,0
81,2020,NT-C,1st,35,1
80,2020,SC,1st,40,1
99,2020,NT-C,1st,35,1
56,2020,SBC,1st,66,0
61,2020,OBC,1st,65,0
58,2020,Open,1st,72,0
56,2020,SEBC,1st,40,1
61,2020,EBC,1st,52,1
66,2020,VJ-A,1st,52,1
82,2020,Open,1st,72,1
43,2020,NT-D,1st,35,1
61,2020,SBC,1st,66,0
48,2020,NT-D,1st,35,1
40,2020,EBC,1st,52,0
83,2020,OBC,1st,65,1
67,2020,SC,1st,40,1
39,2020,SC,1st,40,0
55,2020,NT-C,1st,35,1
97,2020,OBC,1st,65,1
45,2020,NT-B,1st,38,1
100,2020,VJ-A,1st,52,1
62,2020,SBC,1st,66,0
50,2020,SEBC,1st,40,1
86,2020,SC,1st,40,1
62,2020,Open,1st,72,0
38,2020,VJ-A,1st,52,0
57,2020,SEBC,1st,40,1
72,2020,NT-D,1st,35,1
94,2020,OBC,1st,65,1
57,2020,NT-C,1st,35,1
54,2020,NT-B,1st,38,1
50,2020,OBC,1st,65,0
83,2020,VJ-A,1st,52,1
100,2020,OBC,1st,65,1
62,2020,SEBC,1st,40,1
45,2020,EBC,1st,52,0
85,2020,Open,1st,72,1
84,2020,EBC,1st,52,1
36,2020,NT-B,1st,38,0
100,2020,EBC,1st,52,1
73,2020,OBC,1st,65,1
59,2020,NT-D,1st,35,1
49,2020,VJ-A,1st,52,0
57,2020,NT-D,1st,35,1
37,2020,NT-C,1st,35,1
88,2020,EBC,1st,52,1
97,2020,SEBC,1st,40,1
88,2020,VJ-A,1st,52,1
68,2020,NT-C,1st,35,1
50,2020,ST,1st,35,1
58,2020,Open,1st,72,0
81,2020,NT-C,1st,35,1
69,2020,SBC,1st,66,1
67,2020,Open,1st,72,0
46,2020,NT-D,1st,35,1
60,2020,NT-D,1st,35,1
90,2020,ST,1st,35,1
35,2020,OBC,1st,65,0
37,2020,ST,1st,35,1
94,2020,Open,1st,72,1
66,2020,NT-C,1st,35,1
42,2020,SC,1st,40,1
68,2020,VJ-A,1st,52,1
83,2020,ST,1st,35,1
77,2020,SBC,1st,66,1
77,2020,VJ-A,1st,52,1
65,2020,NT-C,1st,35,1
98,2020,SBC,1st,66,1
95,2020,SC,1st,40,1
63,2020,NT-B,1st,38,1
89,2020,SEBC,1st,40,1
56,2020,EBC,1st,52,1
72,2020,Open,1st,72,0
75,2020,SEBC,1st,40,1
87,2020,Open,1st,72,1
48,2020,EBC,1st,52,0
79,2020,OBC,1st,65,1
82,2020,VJ-A,1st,52,1
90,2020,EBC,1st,52,1
57,2020,Open,1st,72,0
88,2020,Open,1st,72,1
61,2020,NT-B,1st,38,1
60,2020,SEBC,1st,40,1
58,2020,NT-C,1st,35,1
37,2020,SEBC,1st,40,0
94,2020,NT-B,1st,38,1
89,2020,NT-D,1st,35,1
89,2020,OBC,1st,65,1
76,2020,OBC,1st,65,1
87,2020,SBC,1st,66,1
53,2020,ST,1st,35,1
72,2020,EBC,1st,52,1
97,2020,SBC,1st,66,1
92,2020,SC,1st,40,1
78,2020,EBC,1st,52,1
56,2020,SC,1st,40,1
92,2020,ST,1st,35,1
82,2020,SEBC,1st,40,1
55,2020,EBC,1st,52,1
84,2020,NT-C,1st,35,1
91,2020,OBC,1st,65,1
53,2020,ST,1st,35,1
40,2020,SEBC,1st,40,0
64,2020,EBC,1st,52,1
66,2020,NT-B,1st,38,1
56,2020,SC,1st,40,1
86,2020,NT-B,1st,38,1
75,2020,NT-D,1st,35,1
95,2020,OBC,1st,65,1
47,2020,SEBC,1st,40,1
45,2020,SEBC,1st,40,1
41,2020,SEBC,1st,40,1
83,2020,NT-B,1st,38,1
59,2020,OBC,1st,65,0
51,2020,VJ-A,1st,52,0
56,2020,Open,1st,72,0
57,2020,NT-C,1st,35,1
41,2020,SC,1st,40,1
62,2020,EBC,1st,52,1
80,2020,NT-C,1st,35,1
87,2020,Open,1st,72,1
58,2020,ST,1st,35,1
52,2020,NT-C,1st,35,1
94,2020,NT-C,1st,35,1
82,2020,SBC,1st,66,1
38,2020,EBC,1st,52,0
57,2020,VJ-A,1st,52,1
93,2020,NT-B,1st,38,1
93,2020,SEBC,1st,40,1
52,2020,Open,1st,72,0
77,2020,ST,1st,35,1
87,2020,NT-C,1st,35,1
57,2020,NT-D,1st,35,1
72,2020,SEBC,1st,40,1
74,2020,SC,1st,40,1
88,2020,VJ-A,1st,52,1
66,2020,SBC,1st,66,0
69,2020,SC,1st,40,1
69,2020,NT-D,1st,35,1
90,2020,SC,1st,40,1
84,2020,EBC,1st,52,1
48,2020,SEBC,1st,40,1
37,2020,NT-D,1st,35,1
62,2020,NT-D,1st,35,1
90,2020,NT-D,1st,35,1
62,2020,ST,1st,35,1
69,2020,SBC,1st,66,1
98,2020,SEBC,1st,40,1
85,2020,SEBC,1st,40,1
78,2020,NT-D,1st,35,1
92,2020,Open,1st,72,1
43,2020,EBC,1st,52,0
92,2020,SEBC,1st,40,1
76,2020,EBC,1st,52,1
39,2020,VJ-A,1st,52,0
49,2020,Open,1st,72,0
50,2020,EBC,1st,52,0
92,2020,NT-C,1st,35,1
40,2020,EBC,1st,52,0
61,2020,NT-C,1st,35,1
42,2020,NT-D,1st,35,1
90,2020,NT-D,1st,35,1
98,2020,SBC,1st,66,1
38,2020,OBC,1st,65,0
65,2020,SC,1st,40,1
93,2020,ST,1st,35,1
78,2020,NT-B,1st,38,1
65,2020,SBC,1st,66,0
79,2020,NT-B,1st,38,1
85,2020,NT-B,1st,38,1
89,2020,EBC,1st,52,1
60,2020,NT-B,1st,38,1
69,2020,OBC,1st,65,1
76,2020,SBC,1st,66,1
77,2020,SC,1st,40,1
65,2020,NT-C,1st,35,1
58,2020,VJ-A,1st,52,1
57,2020,SEBC,1st,40,1
89,2020,ST,1st,35,1
95,2020,SBC,1st,66,1
58,2020,Open,1st,72,0
95,2020,NT-C,1st,35,1
91,2020,SEBC,1st,40,1
45,2020,SC,1st,40,1
82,2020,EBC,1st,52,1
86,2020,OBC,1st,65,1
83,2020,SBC,1st,66,1
73,2020,ST,1st,35,1
85,2020,OBC,1st,65,1
98,2020,Open,1st,72,1
35,2020,SC,1st,40,0
79,2020,OBC,1st,65,1
46,2020,NT-B,1st,38,1
50,2020,Open,1st,72,0
87,2020,NT-B,1st,38,1
64,2020,ST,1st,35,1
56,2020,SBC,1st,66,0
60,2020,VJ-A,1st,52,1
62,2020,ST,1st,35,1
46,2020,EBC,1st,52,0
80,2020,NT-C,1st,35,1
67,2020,VJ-A,1st,52,1
82,2020,VJ-A,1st,52,1
46,2020,NT-C,1st,35,1
62,2020,ST,1st,35,1
94,2020,ST,1st,35,1
91,2020,OBC,1st,65,1
78,2020,NT-C,1st,35,1
62,2020,NT-C,1st,35,1
60,2020,NT-B,1st,38,1
67,2020,VJ-A,1st,52,1
44,2020,SC,1st,40,1
53,2020,SEBC,1st,40,1
91,2020,NT-B,1st,38,1
59,2020,NT-D,1st,35,1
78,2020,Open,1st,72,1
58,2020,Open,1st,72,0
52,2020,NT-B,1st,38,1
96,2020,VJ-A,1st,52,1
60,2020,SBC,1st,66,0
51,2020,Open,1st,72,0
47,2020,NT-D,1st,35,1
49,2020,EBC,1st,52,0
81,2020,SC,1st,40,1
37,2020,VJ-A,1st,52,0
94,2020,OBC,1st,65,1
73,2020,OBC,1st,65,1
45,2020,VJ-A,1st,52,0
87,2020,NT-D,1st,35,1
86,2020,EBC,1st,52,1
55,2020,ST,1st,35,1
49,2020,SEBC,1st,40,1
86,2020,SEBC,1st,40,1
75,2020,SBC,1st,66,1
50,2020,ST,1st,35,1
55,2020,Open,1st,72,0
35,2020,NT-C,1st,35,0
37,2020,SC,1st,40,0
48,2020,OBC,1st,65,0
97,2020,SBC,1st,66,1
62,2020,OBC,1st,65,0
38,2020,SEBC,1st,40,0
70,2020,SEBC,1st,40,1
78,2020,VJ-A,1st,52,1
57,2020,EBC,1st,52,1
39,2020,VJ-A,1st,52,0
77,2020,NT-B,1st,38,1
39,2020,SC,1st,40,0
44,2020,NT-C,1st,35,1
39,2020,EBC,1st,52,0
88,2020,VJ-A,1st,52,1
85,2020,SC,1st,40,1
64,2020,NT-B,1st,38,1
44,2020,SBC,1st,66,0
58,2020,ST,1st,35,1
71,2020,SBC,1st,66,1
96,2020,SC,1st,40,1
73,2020,ST,1st,35,1
71,2020,Open,1st,72,0
99,2020,NT-D,1st,35,1
73,2020,VJ-A,1st,52,1
79,2020,NT-B,1st,38,1
79,2020,EBC,1st,52,1
83,2020,Open,1st,72,1
70,2020,NT-B,1st,38,1
87,2020,NT-B,1st,38,1
75,2020,NT-D,1st,35,1
72,2020,EBC,1st,52,1
78,2020,Open,1st,72,1
50,2020,Open,1st,72,0
49,2020,SEBC,1st,40,1
66,2020,VJ-A,1st,52,1
60,2020,Open,1st,72,0
49,2020,ST,1st,35,1
52,2020,SEBC,1st,40,1
77,2020,SBC,1st,66,1
96,2020,EBC,1st,52,1
70,2020,SEBC,1st,40,1
58,2020,NT-C,1st,35,1
66,2020,SC,1st,40,1
44,2020,SEBC,1st,40,1
90,2020,SEBC,1st,40,1
94,2020,SC,1st,40,1
67,2020,NT-B,1st,38,1
63,2020,NT-D,1st,35,1
85,2020,ST,1st,35,1
37,2020,NT-B,1st,38,0
77,2020,Open,1st,72,1
85,2020,Open,1st,72,1
35,2020,Open,1st,72,0
97,2020,NT-B,1st,38,1
66,2020,SC,1st,40,1
57,2020,Open,1st,72,0
68,2020,SEBC,1st,40,1
86,2020,Open,1st,72,1
91,2020,NT-B,1st,38,1
45,2020,SEBC,1st,40,1
70,2020,NT-C,1st,35,1
58,2020,SC,1st,40,1
74,2020,SEBC,1st,40,1
61,2020,SBC,1st,66,0
90,2020,VJ-A,2nd,52,1
100,2020,SBC,2nd,56,1
73,2020,SC,2nd,35,1
79,2020,ST,2nd,35,1
88,2020,NT-D,2nd,35,1
73,2020,OBC,2nd,50,1
71,2020,SEBC,2nd,39,1
64,2020,SBC,2nd,56,1
36,2020,NT-B,2nd,35,1
95,2020,SC,2nd,35,1
54,2020,SC,2nd,35,1
99,2020,NT-C,2nd,35,1
93,2020,Open,2nd,58,1
78,2020,Open,2nd,58,1
94,2020,Open,2nd,58,1
56,2020,Open,2nd,58,0
61,2020,EBC,2nd,41,1
61,2020,Open,2nd,58,1
58,2020,ST,2nd,35,1
75,2020,EBC,2nd,41,1
60,2020,OBC,2nd,50,1
88,2020,SEBC,2nd,39,1
65,2020,SC,2nd,35,1
64,2020,VJ-A,2nd,52,1
68,2020,NT-B,2nd,35,1
95,2020,NT-B,2nd,35,1
83,2020,NT-B,2nd,35,1
58,2020,NT-B,2nd,35,1
64,2020,ST,2nd,35,1
54,2020,Open,2nd,58,0
89,2020,NT-D,2nd,35,1
98,2020,EBC,2nd,41,1
89,2020,ST,2nd,35,1
42,2020,NT-D,2nd,35,1
35,2020,NT-C,2nd,35,0
87,2020,NT-B,2nd,35,1
81,2020,OBC,2nd,50,1
67,2020,NT-B,2nd,35,1
71,2020,SBC,2nd,56,1
61,2020,SEBC,2nd,39,1
90,2020,Open,2nd,58,1
46,2020,ST,2nd,35,1
65,2020,SC,2nd,35,1
82,2020,VJ-A,2nd,52,1
43,2020,NT-B,2nd,35,1
82,2020,NT-C,2nd,35,1
71,2020,SC,2nd,35,1
35,2020,SBC,2nd,56,0
74,2020,NT-C,2nd,35,1
54,2020,Open,2nd,58,0
64,2020,NT-B,2nd,35,1
76,2020,NT-D,2nd,35,1
35,2020,NT-B,2nd,35,0
43,2020,SC,2nd,35,1
39,2020,Open,2nd,58,0
57,2020,SC,2nd,35,1
85,2020,SEBC,2nd,39,1
52,2020,SEBC,2nd,39,1
41,2020,ST,2nd,35,1
45,2020,SC,2nd,35,1
87,2020,SC,2nd,35,1
75,2020,NT-C,2nd,35,1
66,2020,SC,2nd,35,1
85,2020,SC,2nd,35,1
87,2020,NT-B,2nd,35,1
62,2020,NT-B,2nd,35,1
55,2020,SBC,2nd,56,0
74,2020,NT-C,2nd,35,1
87,2020,NT-C,2nd,35,1
79,2020,Open,2nd,58,1
65,2020,SC,2nd,35,1
95,2020,SC,2nd,35,1
37,2020,Open,2nd,58,0
53,2020,OBC,2nd,50,1
50,2020,SEBC,2nd,39,1
86,2020,NT-D,2nd,35,1
41,2020,OBC,2nd,50,0
92,2020,SC,2nd,35,1
59,2020,VJ-A,2nd,52,1
46,2020,SEBC,2nd,39,1
69,2020,SC,2nd,35,1
92,2020,EBC,2nd,41,1
74,2020,SC,2nd,35,1
40,2020,NT-D,2nd,35,1
68,2020,VJ-A,2nd,52,1
38,2020,SC,2nd,35,1
44,2020,SBC,2nd,56,0
74,2020,NT-B,2nd,35,1
83,2020,ST,2nd,35,1
62,2020,Open,2nd,58,1
86,2020,EBC,2nd,41,1
77,2020,OBC,2nd,50,1
98,2020,SC,2nd,35,1
50,2020,Open,2nd,58,0
48,2020,NT-B,2nd,35,1
95,2020,SC,2nd,35,1
41,2020,NT-B,2nd,35,1
48,2020,ST,2nd,35,1
40,2020,SC,2nd,35,1
99,2020,OBC,2nd,50,1
96,2020,EBC,2nd,41,1
35,2020,NT-B,2nd,35,0
50,2020,OBC,2nd,50,0
72,2020,NT-C,2nd,35,1
37,2020,OBC,2nd,50,0
44,2020,SC,2nd,35,1
82,2020,ST,2nd,35,1
67,2020,EBC,2nd,41,1
67,2020,Open,2nd,58,1
77,2020,VJ-A,2nd,52,1
94,2020,NT-B,2nd,35,1
84,2020,NT-C,2nd,35,1
39,2020,NT-C,2nd,35,1
73,2020,EBC,2nd,41,1
49,2020,SBC,2nd,56,0
54,2020,SC,2nd,35,1
42,2020,SBC,2nd,56,0
57,2020,SEBC,2nd,39,1
60,2020,OBC,2nd,50,1
40,2020,SEBC,2nd,39,1
86,2020,EBC,2nd,41,1
66,2020,NT-C,2nd,35,1
68,2020,EBC,2nd,41,1
97,2020,EBC,2nd,41,1
45,2020,SBC,2nd,56,0
71,2020,NT-C,2nd,35,1
66,2020,SC,2nd,35,1
87,2020,SC,2nd,35,1
49,2020,VJ-A,2nd,52,0
90,2020,VJ-A,2nd,52,1
51,2020,VJ-A,2nd,52,0
94,2020,ST,2nd,35,1
71,2020,Open,2nd,58,1
65,2020,SBC,2nd,56,1
52,2020,OBC,2nd,50,1
97,2020,SC,2nd,35,1
79,2020,OBC,2nd,50,1
42,2020,SEBC,2nd,39,1
52,2020,EBC,2nd,41,1
84,2020,SEBC,2nd,39,1
49,2020,SEBC,2nd,39,1
56,2020,NT-D,2nd,35,1
78,2020,SBC,2nd,56,1
62,2020,ST,2nd,35,1
42,2020,NT-B,2nd,35,1
63,2020,EBC,2nd,41,1
88,2020,VJ-A,2nd,52,1
36,2020,ST,2nd,35,1
73,2020,NT-B,2nd,35,1
59,2020,ST,2nd,35,1
42,2020,SC,2nd,35,1
37,2020,OBC,2nd,50,0
76,2020,SC,2nd,35,1
78,2020,VJ-A,2nd,52,1
41,2020,OBC,2nd,50,0
57,2020,SC,2nd,35,1
46,2020,EBC,2nd,41,1
75,2020,EBC,2nd,41,1
90,2020,NT-B,2nd,35,1
83,2020,Open,2nd,58,1
61,2020,Open,2nd,58,1
60,2020,ST,2nd,35,1
80,2020,NT-B,2nd,35,1
79,2020,OBC,2nd,50,1
59,2020,Open,2nd,58,1
71,2020,Open,2nd,58,1
94,2020,ST,2nd,35,1
97,2020,NT-D,2nd,35,1
75,2020,ST,2nd,35,1
35,2020,Open,2nd,58,0
83,2020,NT-C,2nd,35,1
97,2020,NT-B,2nd,35,1
92,2020,VJ-A,2nd,52,1
61,2020,Open,2nd,58,1
83,2020,NT-D,2nd,35,1
69,2020,NT-B,2nd,35,1
39,2020,OBC,2nd,50,0
46,2020,VJ-A,2nd,52,0
87,2020,NT-D,2nd,35,1
64,2020,Open,2nd,58,1
79,2020,SC,2nd,35,1
83,2020,VJ-A,2nd,52,1
43,2020,SC,2nd,35,1
100,2020,SC,2nd,35,1
69,2020,SEBC,2nd,39,1
77,2020,NT-C,2nd,35,1
100,2020,SEBC,2nd,39,1
92,2020,SC,2nd,35,1
95,2020,VJ-A,2nd,52,1
88,2020,EBC,2nd,41,1
41,2020,EBC,2nd,41,0
37,2020,ST,2nd,35,1
49,2020,VJ-A,2nd,52,0
43,2020,SBC,2nd,56,0
44,2020,EBC,2nd,41,1
60,2020,SC,2nd,35,1
37,2020,SEBC,2nd,39,0
52,2020,SEBC,2nd,39,1
93,2020,NT-B,2nd,35,1
47,2020,VJ-A,2nd,52,0
66,2020,SBC,2nd,56,1
69,2020,SEBC,2nd,39,1
80,2020,OBC,2nd,50,1
50,2020,VJ-A,2nd,52,0
67,2020,ST,2nd,35,1
54,2020,OBC,2nd,50,1
79,2020,VJ-A,2nd,52,1
50,2020,Open,2nd,58,0
84,2020,NT-D,2nd,35,1
92,2020,OBC,2nd,50,1
80,2020,OBC,2nd,50,1
57,2020,OBC,2nd,50,1
65,2020,NT-B,2nd,35,1
43,2020,VJ-A,2nd,52,0
75,2020,Open,2nd,58,1
83,2020,NT-C,2nd,35,1
41,2020,EBC,2nd,41,0
48,2020,SBC,2nd,56,0
84,2020,NT-C,2nd,35,1
91,2020,Open,2nd,58,1
65,2020,NT-B,2nd,35,1
99,2020,EBC,2nd,41,1
97,2020,SC,2nd,35,1
49,2020,ST,2nd,35,1
89,2020,SBC,2nd,56,1
72,2020,EBC,2nd,41,1
69,2020,NT-B,2nd,35,1
80,2020,ST,2nd,35,1
74,2020,OBC,2nd,50,1
100,2020,NT-C,2nd,35,1
95,2020,NT-C,2nd,35,1
85,2020,OBC,2nd,50,1
75,2020,EBC,2nd,41,1
68,2020,NT-B,2nd,35,1
51,2020,VJ-A,2nd,52,0
68,2020,VJ-A,2nd,52,1
100,2020,SC,2nd,35,1
68,2020,Open,2nd,58,1
41,2020,NT-D,2nd,35,1
56,2020,OBC,2nd,50,1
78,2020,NT-C,2nd,35,1
51,2020,Open,2nd,58,0
84,2020,Open,2nd,58,1
81,2020,Open,2nd,58,1
93,2020,ST,2nd,35,1
49,2020,SEBC,2nd,39,1
48,2020,NT-B,2nd,35,1
91,2020,NT-B,2nd,35,1
69,2020,NT-D,2nd,35,1
60,2020,EBC,2nd,41,1
69,2020,OBC,2nd,50,1
86,2020,VJ-A,2nd,52,1
70,2020,SEBC,2nd,39,1
83,2020,SEBC,2nd,39,1
55,2020,SC,2nd,35,1
82,2020,ST,2nd,35,1
91,2020,NT-D,2nd,35,1
46,2020,NT-B,2nd,35,1
64,2020,EBC,2nd,41,1
79,2020,SBC,2nd,56,1
66,2020,ST,2nd,35,1
63,2020,VJ-A,2nd,52,1
89,2020,NT-C,2nd,35,1
52,2020,Open,2nd,58,0
44,2020,VJ-A,2nd,52,0
87,2020,ST,2nd,35,1
37,2020,NT-C,2nd,35,1
73,2020,NT-D,2nd,35,1
45,2020,SEBC,2nd,39,1
56,2020,VJ-A,2nd,52,1
98,2020,NT-D,2nd,35,1
60,2020,NT-C,2nd,35,1
83,2020,SEBC,2nd,39,1
88,2020,NT-D,2nd,35,1
62,2020,SC,2nd,35,1
43,2020,SEBC,2nd,39,1
99,2020,NT-B,2nd,35,1
53,2020,VJ-A,2nd,52,1
96,2020,OBC,2nd,50,1
70,2020,SC,2nd,35,1
67,2020,SBC,2nd,56,1
87,2020,SBC,2nd,56,1
50,2020,NT-B,2nd,35,1
54,2020,NT-C,2nd,35,1
50,2020,NT-B,2nd,35,1
69,2020,SBC,2nd,56,1
73,2020,ST,2nd,35,1
44,2020,SEBC,2nd,39,1
39,2020,Open,2nd,58,0
45,2020,NT-B,2nd,35,1
93,2020,NT-D,2nd,35,1
87,2020,Open,2nd,58,1
84,2020,NT-D,2nd,35,1
73,2020,NT-B,2nd,35,1
71,2020,SC,2nd,35,1
50,2020,NT-B,2nd,35,1
93,2020,SEBC,2nd,39,1
55,2020,ST,2nd,35,1
52,2020,OBC,2nd,50,1
79,2020,SBC,2nd,56,1
60,2020,Open,2nd,58,1
36,2020,Open,2nd,58,0
54,2020,NT-B,2nd,35,1
83,2020,OBC,2nd,50,1
39,2020,SBC,2nd,56,0
38,2020,SEBC,2nd,39,0
54,2020,SEBC,2nd,39,1
55,2020,SEBC,2nd,39,1
46,2020,ST,2nd,35,1
43,2020,SBC,2nd,56,0
45,2020,NT-C,2nd,35,1
81,2020,NT-B,2nd,35,1
66,2020,ST,2nd,35,1
36,2020,VJ-A,2nd,52,0
57,2020,EBC,2nd,41,1
56,2020,SBC,2nd,56,0
90,2020,SBC,2nd,56,1
95,2020,VJ-A,2nd,52,1
75,2020,Open,2nd,58,1
72,2020,OBC,2nd,50,1
39,2020,SC,2nd,35,1
95,2020,EBC,2nd,41,1
44,2020,VJ-A,2nd,52,0
37,2020,OBC,2nd,50,0
55,2020,ST,2nd,35,1
80,2020,EBC,2nd,41,1
89,2020,OBC,2nd,50,1
38,2020,EBC,2nd,41,0
84,2020,EBC,2nd,41,1
46,2020,ST,2nd,35,1
80,2020,NT-C,2nd,35,1
63,2020,SC,2nd,35,1
64,2020,SC,2nd,35,1
94,2020,EBC,2nd,41,1
36,2020,NT-B,2nd,35,1
50,2020,SBC,2nd,56,0
96,2020,NT-D,2nd,35,1
98,2020,NT-D,2nd,35,1
82,2020,NT-C,2nd,35,1
97,2020,OBC,2nd,50,1
90,2020,SEBC,2nd,39,1
41,2020,EBC,2nd,41,0
78,2020,SC,2nd,35,1
55,2020,ST,2nd,35,1
42,2020,SBC,2nd,56,0
69,2020,NT-C,2nd,35,1
100,2020,SC,2nd,35,1
59,2020,ST,2nd,35,1
75,2020,Open,2nd,58,1
35,2020,SC,2nd,35,0
60,2020,EBC,2nd,41,1
36,2020,NT-B,2nd,35,1
95,2020,OBC,2nd,50,1
67,2020,SC,2nd,35,1
78,2020,NT-C,2nd,35,1
97,2020,NT-C,2nd,35,1
41,2020,VJ-A,2nd,52,0
86,2020,NT-B,2nd,35,1
90,2020,NT-B,2nd,35,1
35,2020,SC,2nd,35,0
55,2020,VJ-A,2nd,52,1
44,2020,NT-B,2nd,35,1
82,2020,OBC,2nd,50,1
43,2020,ST,2nd,35,1
55,2020,SEBC,2nd,39,1
89,2020,NT-D,2nd,35,1
60,2020,NT-B,2nd,35,1
79,2020,NT-C,2nd,35,1
70,2020,SEBC,2nd,39,1
57,2020,Open,2nd,58,0
62,2020,Open,2nd,58,1
89,2020,VJ-A,2nd,52,1
94,2020,Open,2nd,58,1
50,2020,SBC,2nd,56,0
81,2020,NT-D,2nd,35,1
81,2020,NT-C,2nd,35,1
90,2020,EBC,2nd,41,1
58,2020,SBC,2nd,56,1
36,2020,SBC,2nd,56,0
76,2020,NT-C,2nd,35,1
59,2020,OBC,2nd,50,1
87,2020,VJ-A,2nd,52,1
58,2020,ST,2nd,35,1
54,2020,EBC,2nd,41,1
74,2020,NT-C,2nd,35,1
99,2020,SBC,2nd,56,1
71,2020,OBC,2nd,50,1
49,2020,OBC,2nd,50,0
48,2020,EBC,2nd,41,1
54,2020,VJ-A,2nd,52,1
55,2020,OBC,2nd,50,1
52,2020,VJ-A,2nd,52,0
95,2020,NT-B,2nd,35,1
80,2020,SEBC,2nd,39,1
56,2020,Open,2nd,58,0
42,2020,VJ-A,2nd,52,0
96,2020,SBC,2nd,56,1
75,2020,Open,2nd,58,1
